snapped_at,price,market_cap,total_volume,log_returns
2014-02-13 00:00:00+00:00,651.91,8077474557.0,19109100.0,-0.005125587848812317
2014-02-14 00:00:00+00:00,623.57,7729134561.0,90917600.0,-0.044445487323859084
2014-02-15 00:00:00+00:00,644.1,7986582360.0,57350800.0,0.032392965287824455
2014-02-16 00:00:00+00:00,613.85,7614456286.0,24104900.0,-0.048103394925996155
2014-02-17 00:00:00+00:00,645.14,8005429360.0,48516100.0,0.04971674887962082
2014-02-18 00:00:00+00:00,625.01,7758139753.0,22066400.0,-0.03169969789806699
2014-02-19 00:00:00+00:00,620.99,7711283048.0,13276100.0,-0.006452670864161041
2014-02-20 00:00:00+00:00,593.89,7377405511.0,35743400.0,-0.044620861715675725
2014-02-21 00:00:00+00:00,582.75,7241455462.0,56059000.0,-0.01893583911269964
2014-02-22 00:00:00+00:00,571.06,7098404288.0,21675800.0,-0.02026399497114087
2014-02-23 00:00:00+00:00,622.97,7746491782.0,44590700.0,0.08700408059018411
2014-02-24 00:00:00+00:00,572.39,7120130927.0,47229500.0,-0.08467778630571055
2014-02-25 00:00:00+00:00,489.31,6088839080.0,111102000.0,-0.15682434178346819
2014-02-26 00:00:00+00:00,567.25,7061198906.0,75039300.0,0.14780388821421997
2014-02-27 00:00:00+00:00,586.28,7300959497.0,38219000.0,0.0329973674991488
2014-02-28 00:00:00+00:00,567.2,7065922360.0,24649000.0,-0.03308551594118197
2014-03-01 00:00:00+00:00,560.11,6979712746.0,22903800.0,-0.012578782206860185
2014-03-02 00:00:00+00:00,561.35,6997269851.0,11143900.0,0.0022114038937307763
2014-03-03 00:00:00+00:00,585.79,7304054418.0,33049800.0,0.0426167666705544
2014-03-04 00:00:00+00:00,675.0,8418886875.0,86124600.0,0.14175132729718679
2014-03-05 00:00:00+00:00,658.24,8212712376.0,26946700.0,-0.025143084407937492
2014-03-06 00:00:00+00:00,654.55,8169324004.0,16659800.0,-0.00562162983848438
2014-03-07 00:00:00+00:00,617.62,7711032022.0,29823000.0,-0.058074595020184076
2014-03-08 00:00:00+00:00,610.37,7623170337.0,21353000.0,-0.011808050943090951
2014-03-09 00:00:00+00:00,636.17,7947989895.0,15489000.0,0.041400492557669616
2014-03-10 00:00:00+00:00,621.17,7763134192.0,16425700.0,-0.023861026737386864
2014-03-11 00:00:00+00:00,624.23,7803983008.0,12542300.0,0.004914093717389543
2014-03-12 00:00:00+00:00,638.07,7979719372.0,20806300.0,0.021929104994058105
2014-03-13 00:00:00+00:00,639.03,7994472985.0,12866600.0,0.0015034064377393425
2014-03-14 00:00:00+00:00,629.67,7879611671.0,11939800.0,-0.014755529006668282
2014-03-15 00:00:00+00:00,638.07,7987471922.0,5963930.0,0.013252122568929102
2014-03-16 00:00:00+00:00,629.55,7883319532.0,4834240.0,-0.01344271674685396
2014-03-17 00:00:00+00:00,623.705,7812934238.0,13371500.0,-0.009327778273082506
2014-03-18 00:00:00+00:00,612.622,7676276184.0,23217800.0,-0.017929393916709745
2014-03-19 00:00:00+00:00,610.636,7653772688.0,15227500.0,-0.0032470692935458296
2014-03-20 00:00:00+00:00,592.07,7423640092.0,20048500.0,-0.030876165827303705
2014-03-21 00:00:00+00:00,582.303,7303695511.0,38053400.0,-0.01663394032375125
2014-03-22 00:00:00+00:00,561.22,7041711523.0,17983700.0,-0.03687794530128052
2014-03-23 00:00:00+00:00,567.779,7127031703.0,10283000.0,0.01161927298905652
2014-03-24 00:00:00+00:00,571.418,7175538679.0,17185800.0,0.006388732374494739
2014-03-25 00:00:00+00:00,582.55,7317439677.0,18634700.0,0.01929402779036273
2014-03-26 00:00:00+00:00,584.442,7343002343.0,17583200.0,0.0032425272113337064
2014-03-27 00:00:00+00:00,567.64,7133333206.0,22316700.0,-0.029170130910946983
2014-03-28 00:00:00+00:00,503.661,6331497248.0,79571600.0,-0.11958399225226465
2014-03-29 00:00:00+00:00,502.302,6317113200.0,26810900.0,-0.0027018902817475604
